OBJECTID,GEOID,GEOG,2000_POP,2010_POP,2020_POP,2020_HH,2020_HH_SIZE,TOT_POP,UND5,A5_19,A20_34,A35_49,A50_64,A65_74,A75_84,OV85,MED_AGE,WHITE,HISP,BLACK,ASIAN,OTHER,POP_HH,POP_16OV,IN_LBFRC,EMP,UNEMP,NOT_IN_LBFRC,TOT_WRKR16OV,WORK_AT_HOME,TOT_COMM,DROVE_AL,CARPOOL,TRANSIT,WALK_BIKE,COMM_OTHER,AGG_TT,NO_VEH,ONE_VEH,TWO_VEH,THREEOM_VEH,POP_25OV,LT_HS,HS,SOME_COLL,ASSOC,BACH,GRAD_PROF,INC_LT_25K,INC_25_50K,INC_50_75K,INC_75_100K,INC_100_150K,INC_GT_150,MEDINC,INCPERCAP,TOT_HH,OWN_OCC_HU,RENT_OCC_HU,VAC_HU,HU_TOT,HU_SNG_DET,HU_SNG_ATT,HU_2UN,HU_3_4UN,HU_5_9UN,HU_10_19UN,HU_GT_19UN,HU_MOBILE,MED_ROOMS,HA_AFT2010,HA_90_10,HA_70_90,HA_40_70,HA_BEF1940,MED_HA,BR_0_1,BR_2,BR_3,BR_4,BR_5,HV_LT_150K,HV_150_300K,HV_300_500K,HV_GT_500K,MED_HV,CASHRENT_HH,RENT_LT500,RENT_500_999,RENT_1000_1499,RENT_1500_2499,RENT_GT2500,MED_RENT,COMPUTER,ONLY_SMARTPHONE,NO_COMPUTER,INTERNET,BROADBAND,NO_INTERNET,DISAB_ONE,DISAB_TWOMOR,DISAB_ANY,DIS_HEAR,DIS_VIS,DIS_COG,DIS_AMB,DIS_SLFCARE,POP_18OV,DIS_INDPLIV,DIS_UND18,DIS_18_64,DIS_65_75,DIS_75OV,TOT_EMP_RES,RES_NAICS1_TYPE,RES_NAICS2_TYPE,RES_NAICS3_TYPE,RES_NAICS4_TYPE,RES_NAICS5_TYPE,RES_NAICS1_COUNT,RES_NAICS2_COUNT,RES_NAICS3_COUNT,RES_NAICS4_COUNT,RES_NAICS5_COUNT,TOT_EMP_WORK,WORK_NAICS1_TYPE,WORK_NAICS2_TYPE,WORK_NAICS3_TYPE,WORK_NAICS4_TYPE,WORK_NAICS5_TYPE,WORK_NAICS1_COUNT,WORK_NAICS2_COUNT,WORK_NAICS3_COUNT,WORK_NAICS4_COUNT,WORK_NAICS5_COUNT,RES_CITY1_TYPE,RES_CITY2_TYPE,RES_CITY3_TYPE,RES_CITY4_TYPE,RES_CITY5_TYPE,RES_CITY1_COUNT,RES_CITY2_COUNT,RES_CITY3_COUNT,RES_CITY4_COUNT,RES_CITY5_COUNT,WORK_CITY1_TYPE,WORK_CITY2_TYPE,WORK_CITY3_TYPE,WORK_CITY4_TYPE,WORK_CITY5_TYPE,WORK_CITY1_COUNT,WORK_CITY2_COUNT,WORK_CITY3_COUNT,WORK_CITY4_COUNT,WORK_CITY5_COUNT,IDES_START_EMP,IDES_MID_EMP,IDES_CURR_EMP,AVG_VMT,RET_SALES,GEN_MERCH,RES_EAV,CMRCL_EAV,IND_EAV,RAIL_EAV,FARM_EAV,MIN_EAV,TOT_EAV,TOT_ACRES,SF,Sfperc,MF,Mfperc,MIX,MIXperc,COMM,COMMperc,INST,INSTperc,IND,INDperc,TRANS,TRANSperc,AG,Agperc,OPEN,OPENperc,VACANT,VACperc,CT_1PHH,CT_2PHH,CT_3PHH,CT_4MPHH,CT_FAM_HH,CT_SP_WCHILD,CT_NONFAM_HH,HCUND20K,HCUND20K_LT20PCT,HCUND20K_20_29PCT,HCUND20K_30MPCT,HC20Kto49K,HC20Kto49K_LT20PCT,HC20Kto49K_20_29PCT,HC20Kto49K_30MPCT,HC50Kto75K,HC50Kto75K_LT20PCT,HC50Kto75K_20_29PCT,HC50Kto75K_30MPCT,HCOV75K,HCOV75K_LT20PCT,HCOV75K_20_29PCT,HCOV75K_30MPCT,NATIVE,FOR_BORN,POP_OV5,NOT_ENGLISH,LING_ISO,ENGLISH,SPANISH,SLAVIC,CHINESE,TAGALOG,ARABIC,KOREAN,OTHER_ASIAN,OTHER_EURO,OTHER_UNSPEC,2000_WHITE,2000_HISP,2000_BLACK,2000_ASIAN,2000_OTHER,2000_UND19,2000_A20_34,2000_A35_49,2000_A50_64,2000_OV65,2000_MED_AGE,2000_TOT_HH,2000_OWN_OCC_HU,2000_RENT_OCC_HU,2000_VAC_HU,2000_HU_TOT,2000_LT_HS,2000_HS,2000_SOME_COLL,2000_ASSOC,2000_BACH,2000_GRAD_PROF,2000_POP_25OV,HT_Cost_Typical,HT_Cost_Mod,H_Cost_Typical,H_Cost_Mod,T_Cost_Typical,T_Cost_Mod,GlobalID
45,45,Avalon Park,11147,10185,9458,4145,2.28154402895054,9606.053471668,593.351955307263,1721.82521947326,1233.72785315243,1883.91699920192,1731.81723862729,1032.85235434956,997.561851556265,411,44.3018247478009,27,49,9028.053471668,66,436,9585.18390804598,7841.09967948718,4555.95352564103,4007.02948717949,548.924038461538,3285.14615384615,3901.53621794872,251.553205128205,3649.98301282051,2282.07756410256,154.438782051282,941.474679487179,129.291666666667,142.70032051282,158768.703525641,963.258029592205,1968.26993865031,899.084806928906,259.744135691086,6937.3415802075,619.422186751796,1977.67278531524,1940.50758180367,390,1147.79409417398,861.944932162809,981.168582375479,880.785440613027,693.938697318008,466,577.245210727969,488.099616858238,54138.7271632202,31626.4408874425,4087.23754789272,2635.55326460481,1453.92783505155,691.406130268199,4781.46391752577,2978.78694158076,294,221.453608247423,611.041237113402,240.86941580756,0,435.312714776632,0,6.36844214775476,66.6288659793815,571.453608247423,91,2579.2852233677,1473.09621993127,1950.21087288612,735.312714776632,1566.40549828179,1380.22680412371,812.398625429553,287.120274914089,543.23754789272,1733.60153256705,357.513409961686,0,195850.641613937,1437.88505747126,209,311.275862068966,661.716475095785,255.892720306513,0,1119.4724521207,3423.26819923372,544.318007662835,663.969348659004,3289.26819923372,3210.26819923372,797.969348659004,946.204807692308,925.921474358974,1872.12628205128,208.19358974359,562.858653846154,333.057371794872,1094.83974358974,488.670512820513,7656.65,789.499038461538,31.8910256410256,782.91858974359,356.321794871795,700.994871794872,3015,Health Care,Education,Public Administration,Administration,Retail Trade,635,413,298,273,252,2616,Health Care,Construction,Accommodation and Food Service,Retail Trade,Finance,1919,213,127,98,80,The Loop,Outside of Chicago,Near North Side,Near West Side,Hyde Park,868,799,232,207,95,Outside of Chicago,South Shore,Austin,Auburn Gresham,Roseland,956,112,110,104,102,,,,11906.6235783,,,,,,,,,,800.075936564032,303.213573496576,0.378980993727599,28.8720981674099,0.0360866973345087,2.72068918643902,0.0034005387015177,45.096702433831,0.0563655277866513,41.8666721467068,0.0523283731373117,12.0084462510832,0.0150091331363546,313.61411242591,0.39198043347328,0,0,31.3937525908429,0.0392384661956777,21.289889865233,0.0266098365070989,1629.94252873563,1137.57088122605,718.858237547893,600.865900383142,2437.29501915709,500.781609195402,1649.94252873563,655.567665102851,34,11.9133886683508,609.6542764345,1121.70227354746,158.372067845543,133.032840129917,830.297365571996,694.99747383616,253.924575965355,289.736918080115,151.335979790689,1518.73908336341,1090.40635149765,408.477084085168,19.8556477805846,9158.3483974359,454.945833333333,9015.70256410256,605.313782051282,214.932051282051,8410.38878205128,98.7330128205128,0,158.177243589744,0,0,0,114.373397435897,114.683974358974,119.346153846154,96,85,10816,19,131,,,,,,,,,,,,,,,,,,,,,,,,,88cad6a4-a252-4bcf-95fc-34dd237f16d0
46,46,South Chicago,38596,31198,27300,11017,2.46364709085958,30315,1956,6693,6457,5179,5456,2364,1436,774,35.1639083386378,1016,5743,22742,157,657,30167,23120,14076,11717,2328,9044,11405,876,10529,6637,717,2704,338,133,444865,3581,4195,2958,595,19569,3313,5435,4964,1839,2514,1504,3502,2802,1502,1386,1267,870,43935.9504132231,22912.2301171037,11329,4898,6431,3090,14419,4382,167,3569,2976,1940,478,900,7,5.61747159090909,42,671,930,4248,8528,1932.26958255159,2943,5014,4422,1175,865,1829,2608,233,215,171451.048951049,6256,840,2670,2180,509,57,933.565217391304,9951,2697,1378,9951,9555,1378,1535,2052,3587,566,524,1205,2154,623,22251,1800,162,1815,593,1017,7504,Health Care,Retail Trade,Administration,Education,Transportation,1553,814,763,673,581,2149,Health Care,Retail Trade,Construction,Education,Administration,855,363,200,176,120,Outside of Chicago,The Loop,Near North Side,Near West Side,South Chicago,2905,1379,515,357,165,Outside of Chicago,South Chicago,East Side,South Shore,South Deering,941,165,155,78,64,,,,10748.0611755,,,,,,,,,,2140.5882435175,363.217834073231,0.169681317821486,265.835810064326,0.124188204279537,22.9851228053653,0.0107377599942319,64.600836535932,0.0301790111814205,73.7502098029434,0.0344532443482704,33.6794879939954,0.0157337536053416,633.719349859762,0.296049159280819,0,0,119.150182675097,0.0556623549792578,563.649409706851,0.263315194509636,3731,3204,1759,2635,6584,1734,4745,2543,77,177,2289,3307,476,856,1975,1496,696,397,403,3508,2870,537,101,26619,3696,28359,6103,2535,22256,4549,89,70,9,0,36,32,482,836,1135,10565,26253,49,594,,,,,,,,,,,,,,,,,,,,,,,,,dcbbc657-373a-40ff-bd79-333db8ae1a4f
47,47,Burnside,3294,2916,2527,1036,2.43918918918919,2246,133,334,280,477,474,274,201,73,46.3138686131387,40,109,2022,0,75,2246,1847,1004,841,163,843,841,185,656,339,16,232,0,69,28165,386,264,318,29,1646,211,499,508,112,183,133,205,331,203,55,100,103,46710.5263157895,28604.732858415,997,574,423,257,1254,729,62,165,102,18,0,159,19,6.05490196078431,22,257,71,378,526,1952.12903225806,249,254,476,267,8,301,172,12,89,139062.5,403,94,225,84,0,0,808.189655172414,821,112,176,858,847,139,286,266,552,101,105,213,318,107,1792,339,0,223,96,233,722,Health Care,Retail Trade,Transportation,Education,Administration,171,75,74,70,68,1577,Transportation,Manufacturing,Health Care,Retail Trade,Wholesale Trade,820,498,125,81,30,Outside of Chicago,The Loop,Near North Side,Near West Side,Hyde Park,291,156,45,42,13,Outside of Chicago,Chatham,South Shore,Auburn Gresham,Roseland,729,51,50,49,47,,,,12789.110793,,,,,,,,,,390.15907073695,66.3271678192916,0.170000322417239,13.3549258743188,0.0342294383905864,1.41102161193512,0.00361652904613988,13.9172317064713,0.0356706603800953,7.37245320599987,0.0188960189803468,119.91811775087,0.30735699037924,126.823336826388,0.325055461575808,0,0,8.41703552060688,0.0215733431615685,32.6177804210682,0.0836012356689756,482,138,162,215,444,57,553,154,0,35,119,363,83,160,120,203,136,67,0,249,136,113,0,2165,81,2113,139,8,1974,39,0,0,0,0,0,0,67,33,40,34,3180,7,33,,,,,,,,,,,,,,,,,,,,,,,,,23adcedb-6f2f-4058-a0e8-6238b26a09ed
48,48,Calumet Heights,15974,13812,13088,5518,2.37169264226169,12087,652,1588,2178,1718,2536,1941,888,586,49.3495077355837,28,498,11404,17,140,12081,10021,5602,5160,442,4419,5068,1088,3980,2652,228,989,27,84,164425,1075,2647,1462,345,9160,496,1874,2300,885,2117,1488,1138,892,945,891,868,795,68435.5509355509,39867.2869198312,5529,3952,1577,634,6163,4305,122,453,760,233,145,63,82,6.54022646007151,29,88,363,4034,1649,1950.54840686275,293,1755,3213,748,154,977,2452,407,116,194009.695290859,1567,115,300,729,406,17,1215.2453271028,5195,626,334,4991,4943,538,1081,900,1981,240,137,528,1246,401,9923,933,50,766,344,821,4328,Health Care,Education,Public Administration,Administration,Retail Trade,934,593,409,397,393,2337,Health Care,Retail Trade,Accommodation and Food Service,Transportation,Administration,1644,173,107,80,73,Outside of Chicago,The Loop,Near North Side,Near West Side,Hyde Park,1389,1244,309,220,99,Outside of Chicago,East Side,Chatham,Calumet Heights,South Shore,1412,44,43,42,41,,,,12532.8192962,,,,,,,,,,1120.84617887429,434.263682195222,0.387442711034062,49.0678225226351,0.0437774811989956,3.9419166757164,0.00351691137465039,36.5081491391852,0.0325719530719656,30.6776574311721,0.0273700870015751,12.1000488087116,0.0107954588566864,462.474807468233,0.412612199769211,0,0,21.4778200817231,0.0191621477474226,70.334274551687,0.0627510499454321,2387,1813,703,626,2903,519,2626,690,9,10,671,1217,288,183,746,945,339,450,156,2554,2086,343,125,11624,463,11435,650,171,10785,273,1,0,0,0,0,0,167,209,206,747,14817,33,171,,,,,,,,,,,,,,,,,,,,,,,,,35573506-1d29-4db0-a95b-2d0c12c5f985
49,49,Roseland,52723,44619,38816,15080,2.53693633952255,37610,2038,6727,7702,5990,8520,3378,2237,1018,40.2158054711246,528,700,35495,75,812,37039,30583,16895,13748,3147,13688,13371,1290,12081,7206,1631,2692,217,335,511470,3593,5905,2823,1533,26455,3749,6511,7867,2416,3741,2171,3649,3294,2458,1775,1703,975,49808.1534772182,24753.8671098112,13854,7147,6707,3685,17539,10117,1495,2826,963,1002,291,825,20,6.30080626037467,174,799,1112,9528,5926,1949.29248366013,2006,5044,6776,2625,1088,3253,3423,395,54,157623.15270936,6355,297,1476,3174,1308,100,1193.67071152785,11917,2010,1937,11059,10685,2795,3281,3581,6862,917,1080,2695,3973,1552,29353,3119,375,3710,1216,1561,11647,Health Care,Education,Retail Trade,Administration,Transportation,2456,1247,1190,1159,1100,1715,Health Care,Accommodation and Food Service,Retail Trade,Professional,Other Service,809,313,260,65,47,Outside of Chicago,The Loop,Near North Side,Near West Side,Hyde Park,4659,2579,743,520,230,Outside of Chicago,Roseland,West Pullman,South Chicago,Greater Grand Crossing,787,128,64,51,42,,,,12819.9101139,,,,,,,,,,3083.31997185644,1121.04273686217,0.363583003740997,176.911800985377,0.0573770489602673,14.8673668903868,0.00482186961654691,66.8027595367083,0.0216658537376797,324.115300438816,0.105118931345834,10.2946547268474,0.00333882140705917,1127.23406288324,0.365591010071049,0,0,70.2529517145826,0.0227848398336303,171.798337818316,0.0557186212869362,4857,3775,2357,2865,8490,2097,5364,2370,0,187,2183,3935,555,533,2847,2353,896,839,618,4350,3416,807,127,37002,608,35572,1067,255,34505,432,65,13,15,0,52,0,260,230,276,363,51568,31,485,,,,,,,,,,,,,,,,,,,,,,,,,246698a5-16df-489c-b97f-a195087c1c27
50,50,Pullman,8921,7325,6820,2995,2.27679465776294,6856,323,1004,1330,1513,1502,543,398,243,43.740157480315,848,559,5261,5,183,6856,5765,3763,3265,498,2002,3136,279,2857,2008,151,551,72,75,111825,527,1629,871,241,5189,509,1308,1487,425,823,637,742,756,598,375,685,112,54755.2447552448,32326.9334889148,3268,1648,1620,504,3772,1221,1565,285,412,43,13,233,0,5.75282051282051,0,39,263,1940,1530,1947.52642706131,526,1622,1351,218,55,585,966,92,5,161761.811023622,1593,85,485,856,159,8,1086.71516079632,3141,353,127,2924,2633,344,407,471,878,63,88,356,586,220,5621,283,20,494,163,201,2584,Health Care,Education,Administration,Retail Trade,Transportation,574,304,236,227,207,2155,Retail Trade,Wholesale Trade,Manufacturing,Education,Information,487,450,279,241,203,Outside of Chicago,The Loop,Near North Side,Near West Side,Hyde Park,1080,522,143,106,83,Outside of Chicago,East Side,Roseland,West Pullman,Auburn Gresham,1257,46,40,32,31,,,,13679.8440896,,,,,,,,,,1354.43808272614,139.622064667583,0.103084863345366,78.1328651673534,0.0576865536814291,1.54760943635153,0.00114262102940622,90.8062172780668,0.0670434613705612,170.943107763446,0.12620961411494,294.555020222292,0.21747396501834,439.47685721131,0.324471722123137,0,0,5.34831930346091,0.00394873665446272,134.006021676276,0.0989384626623581,1537,851,508,372,1645,404,1623,474,0,24,450,891,115,233,543,598,329,208,61,1172,1012,141,19,6613,243,6533,479,175,6054,391,18,0,0,0,0,0,21,49,757,795,7262,15,92,,,,,,,,,,,,,,,,,,,,,,,,,69121b72-adb8-4022-a549-70fdd94afc13
51,51,South Deering,16990,15109,14105,5311,2.64601769911504,15218,665,3252,3102,2629,2926,1807,553,284,37.6842584167425,689,4760,9746,1,22,15159,12355,7127,6062,1065,5228,5941,364,5577,3400,466,1409,99,203,217655,1322,2230,1391,569,10274,1770,3474,2346,1000,1204,480,2130,1164,763,422,685,348,34814.2414860681,23083.6588250756,5512,2749,2763,808,6320,2607,1793,631,809,214,78,188,0,5.79941291585127,77,100,304,3031,2808,1941.87234042553,421,2392,2842,475,190,2058,587,54,50,124555.641421947,2763,632,658,961,498,14,1038.38087248322,5119,1305,393,4916,4859,596,1182,1012,2194,182,266,820,1209,400,11848,1029,135,1174,571,314,4324,Health Care,Manufacturing,Administration,Retail Trade,Education,925,431,421,411,405,10125,Manufacturing,Administration,Retail Trade,Wholesale Trade,Accommodation and Food Service,7985,328,327,318,268,Outside of Chicago,The Loop,Near North Side,Near West Side,South Deering,1772,843,260,171,158,Outside of Chicago,East Side,Roseland,South Deering,Hegewisch,7359,275,167,158,150,,,,13019.8724457,,,,,,,,,,6973.90476301229,413.863053967155,0.059344523338227,60.9851443008864,0.00874476299480531,7.5456059677864,0.00108197720275824,67.073399087237,0.00961776814661654,37.9749106172398,0.00544528666617998,691.924462835071,0.0992162190835832,4497.88513665353,0.644959357705758,0,0,691.808879285449,0.0991996453628987,504.844170297931,0.0723904594991731,1894,1463,911,1244,3366,812,2146,1483,90,192,1201,1784,325,344,1115,763,326,340,97,1455,1394,24,37,13394,1824,14553,3816,1514,10737,3222,273,0,0,0,0,0,211,110,1287,5176,10335,8,184,,,,,,,,,,,,,,,,,,,,,,,,,f6371177-2e5e-40d9-a378-03ca45cfd9cd
52,52,East Side,23653,23042,21724,7004,3.10037121644774,23869.7233969346,1672.88316319277,5658.34627633861,5057.26219751471,4883.58312906987,4096.31152216567,1706.25595871129,518.56001933631,276.521130605397,33.6999774592082,2663.13868114994,20729.4638524753,251,53.1208633093525,173,23903.2193111931,17960.6344338526,11461.8287607533,10591.931829807,828.148709602418,6498.80567309928,10381.8907695885,669.369076958847,9712.52169262962,7105.43887468031,1528.67356428738,798.40864915136,172.411206696117,107.589397814462,353978.261567077,703.726927513822,2750.18416283965,2732.3190577114,1225.0824587889,14418.1356868655,3793.21908891859,5322.69857821253,2478.42416185629,1099.88466175676,1164.36523160918,559.543964512185,1118.65627306273,1976.74935424354,1290.02466174662,901.579335793358,1444.49544895449,680.67155596556,61897.5975391209,25645.8144998822,7412.1766297663,5153.62912339313,2258.81394436778,592.638376383764,8005.09431331251,5097.84743990123,212.36320720459,1786.53068487181,541.850533807829,180,152.616326530612,0,33.8861209964413,6.13507859187396,59,352.651274602368,299.725659089258,3586.35996804416,3707.35741157673,1941.85711821243,326.728084828237,2347.96258261312,3898.19009368872,1098.5687849517,333.644767230736,2598.75787207872,2336.78699261993,196.876906519065,20.9778597785978,149394.425269457,2009.8950799508,52,1091.40169126691,627.493388683887,239,0,963.461446698283,6840.89634071341,1070.33056580566,571.280289052891,6755.0577798278,6669.30658056581,657.118849938499,1299.33355033713,810.46331085794,2109.79686119507,323.947105324343,642.720692862125,478.226412462218,1189.47156475238,323.14422227389,17075.3579865148,696.691281097419,322.670588235294,1067.14754708207,402.290165077889,317.688560799814,7218,Health Care,Manufacturing,Retail Trade,Education,Administration,1007,955,746,688,629,1518,Transportation,Administration,Accommodation and Food Service,Wholesale Trade,Construction,308,264,191,125,109,Outside of Chicago,The Loop,Near North Side,Near West Side,East Side,3153,1249,327,321,288,Outside of Chicago,East Side,Hegewisch,South Chicago,South Deering,803,288,77,50,48,,,,16410.5593928,,,,,,,,,,1908.11016747034,462.52834016724,0.242401276431766,82.5173160803529,0.0432455722353545,11.3181100802069,0.00593158103403,59.201230700596,0.0310261072499192,100.316522557633,0.0525737581969006,110.34277412467,0.0578283036303698,796.777283542581,0.41757404636594,0,0,187.513543673067,0.0982718644184268,97.5950465439914,0.0511474904372934,1362.37939729397,2120.65064575646,1307.98530135301,2621.16128536285,5676.2553198032,1227.27650676507,1735.9213099631,770.222438741241,10.9188191881919,25.9682749504296,733.33534460262,2156.70228255488,473.615899595876,578.842150318397,1104.24423264061,1259.96360204184,617.864868556154,298.426334620253,343.672398865429,2923.67455240316,2699.06989120122,224.604661201933,0,17767.5437107649,6090.99081608928,22187.6069286213,15962.8570797489,5506.54212973727,6224.74984887235,15494.1221808882,375.6,0,0,0,0,31.8588235294118,61.2760753313183,0,6951,16113,242,57,290,,,,,,,,,,,,,,,,,,,,,,,,,e408843c-cae3-4a04-8fcb-1d8ce4bdf437
53,55,Hegewisch,9781,9426,10027,3677,2.72667935817242,9097.27660306537,425.116836807234,1957.65372366139,1722.73780248528,1342.41687093013,2087.68847783433,913.744041288708,372.43998066369,275.478869394603,39.7691594018641,3292.86131885006,4454.53614752467,1237,60.8791366906475,52,9044.78068880689,7248.36556614741,4492.17123924669,4001.06817019298,490.851290397582,2756.19432690072,3771.10923041153,419.630923041153,3351.47830737038,2459.56112531969,223.326435712625,405.59135084864,9.58879330388282,253.410602185538,124701.738432923,471.273072486178,1421.81583716035,1350.6809422886,490.917541211103,6240.86431313447,905.780911081412,2113.30142178747,1642.57583814371,432.115338243239,700.634768390821,446.456035487815,1032.34372693727,672.250645756458,594.975338253382,309.420664206642,473.50455104551,651.32844403444,58647.4596968336,31457.0172025208,3733.8233702337,2436.37087660687,1297.18605563222,492.361623616236,4225.90568668749,2809.15256009877,58.63679279541,436.469315128187,479.149466192171,51,39.3836734693878,68,284.113879003559,5.90137204422502,171,319.348725397632,286.274340910742,2039.64003195584,1409.64258842327,1953.19783386863,654.271915171763,661.037417386884,1965.80990631128,781.431215048297,163.355232769264,690.242127921279,1513.21300738007,187.123093480935,12.0221402214022,182322.218469457,1053.1049200492,39,365.598308733087,396.506611316113,252,0,1119.51915073409,3481.10365928659,429.669434194342,252.719710947109,3253.9422201722,3191.69341943419,479.881150061501,322.666449662869,330.53668914206,653.203138804929,195.052894675657,9.27930713787491,233.773587537782,353.528435247617,108.85577772611,7056.64201348524,328.308718902581,29.3294117647059,257.852452917926,159.709834922111,206.311439200186,3913,Health Care,Manufacturing,Education,Retail Trade,Public Administration,500,484,438,396,349,1347,Manufacturing,Retail Trade,Finance,Accommodation and Food Service,Construction,605,238,93,85,77,Outside of Chicago,The Loop,Near North Side,South Deering,Near West Side,1707,878,159,150,140,Outside of Chicago,East Side,Hegewisch,South Deering,Roseland,844,108,98,26,21,,,,16323.6489834,,,,,,,,,,3350.52998008748,371.657392566675,0.110924956581636,33.9493350041782,0.010132526855734,6.8305184389935,0.00203863820935432,47.7135533231561,0.0142405988326391,17.416569203495,0.00519815351810111,293.860696480891,0.0877057355783512,1565.50622481991,0.467241371999016,0,0,617.707356229286,0.184361089111388,395.888334020897,0.11815692931378,1473.62060270603,1024.34935424354,344.014698646986,891.838714637146,2172.7446801968,530.723493234932,1561.0786900369,601.777561258759,8.08118081180812,42.0317250495704,551.66465539738,773.297717445119,154.384100404124,193.157849681603,425.755767359392,595.036397958163,277.135131443846,228.573665379747,89.3276011345705,1435.32544759684,1144.93010879877,198.395338798067,92,7719.45628923506,1389.00918391072,8681.39307137875,3259.1429202511,1100.45787026273,5422.25015112764,2797.87781911183,79.4,20,0,277,0,0.141176470588235,84.7239246686817,0,6553,2820,130,32,246,,,,,,,,,,,,,,,,,,,,,,,,,a3f74c21-38a5-4599-975d-389057e49ed7
54,53,West Pullman,36649,29651,26104,9650,2.70331606217617,25449,1260,5169,5154,4898,4713,2168,1676,411,39.2309117865085,289,1863,22622,0,675,25435,20430,11909,9611,2298,8521,9333,548,8785,5889,1184,1116,380,216,349910,2224,3944,2003,1316,16985,1974,5345,5275,1376,1909,1106,2666,2296,1338,1223,1128,836,46860.632183908,24916.3805257574,9487,5620,3867,2164,11651,7888,389,1655,822,102,117,559,119,6.24803149606299,311,663,1048,6332,3297,1954.08856235107,1000,2792,5714,1512,633,3350,2016,183,32,134105.113636364,3681,282,1244,835,1257,63,1170.92391304348,8421,1152,1066,7859,7624,1628,2078,2304,4382,637,776,1460,2849,1180,19569,1981,346,2210,783,1043,7919,Health Care,Education,Administration,Retail Trade,Transportation,1704,838,769,759,701,1034,Retail Trade,Manufacturing,Health Care,Wholesale Trade,Other Service,293,194,191,89,58,Outside of Chicago,The Loop,Near North Side,Near West Side,Hyde Park,3397,1538,493,320,133,Outside of Chicago,West Pullman,Roseland,South Chicago,Auburn Gresham,597,61,25,22,21,,,,14041.8582611,,,,,,,,,,2281.04487752149,845.69538835653,0.3707491232156,115.498843029448,0.050634182679889,10.7769580565657,0.004724570815229,44.1525215312913,0.0193562704383378,85.5157571109111,0.0374897302344308,62.9405113468443,0.0275928421957368,797.715509298463,0.349714956141167,0.212529096583956,9.3171817301062E-05,101.152902275669,0.0443449856127244,217.383957419188,0.0953001668495843,3291,2626,1450,2120,5930,1656,3557,1793,90,25,1678,2578,509,413,1656,1325,372,555,398,3179,2503,601,75,24560,889,24189,1790,696,22399,1641,4,0,0,0,0,0,57,88,328,1699,34277,16,329,,,,,,,,,,,,,,,,,,,,,,,,,6fa7ea82-7e57-4a7d-925e-202028b001e2
55,54,Riverdale,9809,6482,7262,2523,2.87277051129608,7817,656,2644,2186,1034,867,272,93,65,24.1759776536313,18,255,7421,0,123,7791,5020,2782,2020,762,2238,1941,48,1893,1124,139,542,56,32,76980,1110,1523,244,53,3761,543,1283,1462,214,122,137,1609,814,227,96,134,50,21129.0322580645,14379.3106050915,2930,272,2658,249,3179,491,1595,62,163,550,240,78,0,5.01380552220888,82,91,456,2227,323,1948.27237099935,613,1060,1069,415,22,209,63,0,0,110755.813953488,2518,1203,711,522,75,7,529.473684210526,2746,1005,184,2584,2513,346,353,290,643,78,168,256,402,158,4701,249,74,405,87,77,1897,Health Care,Retail Trade,Transportation,Administration,Education,460,219,198,194,140,715,Utilities,Transportation,Health Care,Retail Trade,Wholesale Trade,296,202,90,28,27,Outside of Chicago,The Loop,Near North Side,Near West Side,South Deering,888,281,112,68,54,Outside of Chicago,Auburn Gresham,Chatham,Mount Greenwood,Roseland,524,9,9,9,9,1541,1265,947,9358.6827462,53945819,40686802.8,52727974,14668204,24401282,8310144,0,0,100107604,2258.62836044613,87.1395499314864,0.0385807384063284,180.462647544912,0.0798992214501668,0.834409879833684,0.000369432127235342,38.1023287515836,0.0168696760471287,58.6245923492864,0.0259558382317075,235.647949156261,0.104332325442737,1143.79737880521,0.506412386754626,6.08468210209365,0.00269397223936912,269.30320059412,0.119233073182932,238.631621331339,0.105653336117769,936,770,561,663,1884,1266,1046,906,64,167,675,969,421,160,388,227,145,68,14,266,235,31,0,7775,42,7161,183,14,6978,183,0,0,0,0,0,0,0,0,66,160,9479,7,97,6116,3179,3477,1322,961,27.5,4987,2858,2129,454,5441,1439,2306,2853,577,778,174,8127,35,42,17,22,18,20,399029a2-7191-4525-9951-1659afad9bdb
